"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098858","actin-based cell projection","12/447","91/13218",0.131868131868132,3.89940261081201,5.19223371998906,5.40280294127975e-05,0.0190178663533047,0.0176870706814526,"FSCN3/MYO1F/WHRN/DCXR/ABI3/CRB1/MYO7A/MYO1C/TGFB1/CIB1/MPP1/INPPL1",12
