"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.10591699312242e-08,0.516496299877983,0.35,0.241,0.000388829748368996,"0","ARHGAP15"
5.11609914666051e-08,0.32917667929781,0.524,0.409,0.000640484452170429,"0","VAMP2"
6.0480181756244e-08,0.440982435802081,0.528,0.414,0.000757151395406419,"0","GIMAP4"
1.27314054450922e-07,0.583516475400803,0.503,0.391,0.0015938446476711,"0","CUTA"
1.55110073197834e-07,0.538655404762725,0.275,0.182,0.00194182300636369,"0","EIF2S3"
1.87843708650947e-07,0.403881808445483,0.437,0.331,0.00235161538860121,"0","C1QBP"
2.15541911069835e-07,0.53322991838504,0.328,0.229,0.00269836918468326,"0","MZT2A"
2.53372327733131e-07,0.488779905983792,0.362,0.255,0.00317196817089106,"0","ANKRD12"
2.77598731301056e-07,0.413926614007251,0.701,0.58,0.00347525851715792,"0","CCNI"
3.50022293657103e-07,0.294448567359538,0.287,0.194,0.00438192909429327,"0","NSA2"
7.40798267204906e-07,0.436506775368906,0.299,0.203,0.00927405350713822,"0","CDC42SE2"
8.85923193391194e-07,0.290944588891322,0.488,0.368,0.0110908724580644,"0","CCND3"
1.04552859417263e-06,0.405039802625514,0.544,0.448,0.0130889724704471,"0","ZFAS1"
1.04939976430442e-06,0.532840389017443,0.337,0.244,0.0131374356493271,"0","FBL"
1.11835535396878e-06,0.608236273657966,0.29,0.2,0.0140006906763351,"0","CITED2"
1.58262328652855e-06,0.433092110956141,0.266,0.179,0.0198128609240509,"0","SBDS"
1.77690685844107e-06,0.529071703566568,0.263,0.18,0.0222450969608237,"0","CCT4"
1.95164817600537e-06,0.369269627786002,0.475,0.374,0.0244326835154112,"0","MIF"
