"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.53556382464072e-16,0.277149101782247,0.998,0.997,5.67807235206772e-12,"2","RPL14"
8.26367913611569e-16,0.677389104762151,0.652,0.462,1.03452999105032e-11,"2","SOD1"
9.39026902126699e-16,1.01846317051325,0.289,0.134,1.17556777877241e-11,"2","PBXIP1"
1.48840438084339e-15,0.345739155368076,0.988,0.968,1.86333344437783e-11,"2","RPLP0"
1.76634065867578e-15,1.27737521181184,0.376,0.207,2.21128187059621e-11,"2","PPP2R5C"
3.69049184111627e-15,0.808387495351523,0.376,0.2,4.62012673589346e-11,"2","ALOX5AP"
6.33159466001417e-15,1.04940959813646,0.393,0.219,7.92652335487173e-11,"2","TNFAIP8"
7.7459511823117e-15,1.52248770964838,0.256,0.118,9.69715628513602e-11,"2","SUSD3"
8.10389363911689e-15,0.784235091719771,0.52,0.34,1.01452644468104e-10,"2","PEBP1"
1.48651208432215e-14,0.601286990614285,0.628,0.43,1.8609644783629e-10,"2","TRAF3IP3"
4.25953204194989e-14,0.277631994536412,1,0.976,5.33250816331706e-10,"2","RPSA"
6.2596801816306e-14,0.65999123339831,0.504,0.327,7.83649361938335e-10,"2","FYB"
9.52231321782703e-14,0.624264274140488,0.572,0.382,1.19209839173977e-09,"2","TMEM123"
1.02878005179603e-13,0.616329118470061,0.586,0.413,1.28792974684345e-09,"2","ARL6IP5"
1.85384861443832e-13,0.293365721181944,0.984,0.917,2.32083308041534e-09,"2","RPS26"
1.94724116236616e-13,0.845224943671299,0.421,0.254,2.4377512111662e-09,"2","YWHAQ"
3.42505905158394e-13,0.574763519937436,0.445,0.268,4.28783142667794e-09,"2","ACAP1"
4.1800990885247e-13,0.289639245796258,0.998,0.966,5.23306604892407e-09,"2","RPS20"
4.34983859452083e-13,0.35114065103132,0.826,0.596,5.44556293648063e-09,"2","PTPRCAP"
6.41340816169587e-13,0.25599290493082,0.998,0.976,8.02894567762706e-09,"2","RPS27A"
1.02076479796039e-12,0.850807906445328,0.358,0.203,1.27789545056661e-08,"2","SEPT1"
1.0616895278145e-12,0.572567203798796,0.581,0.394,1.32912911987097e-08,"2","IL2RG"
1.48256688207239e-12,0.661916248408808,0.612,0.419,1.85602547966642e-08,"2","ISG20"
1.96767720924417e-12,0.825732991486651,0.494,0.326,2.46333509825278e-08,"2","CD69"
2.32717846340786e-12,0.678149253416632,0.504,0.33,2.91339471834029e-08,"2","CRIP1"
2.43139852464092e-12,0.995609354162129,0.28,0.142,3.04386781299796e-08,"2","LEF1"
5.31942666811589e-12,0.852127376618499,0.584,0.417,6.65939024581428e-08,"2","GIMAP4"
1.52039356847958e-11,0.841309893667916,0.374,0.225,1.90338070837959e-07,"2","PIK3IP1"
4.32366912936063e-11,0.65497589505369,0.381,0.23,5.41280138304657e-07,"2","MZT2A"
6.35862707371298e-11,0.452315638747206,0.847,0.731,7.96036523358127e-07,"2","RPL36AL"
7.92941692432295e-11,1.04497284492937,0.372,0.229,9.9268370475599e-07,"2","LEPROTL1"
1.02964058165717e-10,0.393771365813551,0.892,0.792,1.28900704417661e-06,"2","DDX5"
1.06008157226796e-10,0.518336066377908,0.734,0.594,1.32711612032226e-06,"2","EIF4A2"
1.10156812185628e-10,0.771872547551057,0.365,0.222,1.37905313175188e-06,"2","TUBA4A"
1.26710713672972e-10,0.322098141989387,0.887,0.774,1.58629142447194e-06,"2","ITM2B"
1.30383333997877e-10,0.754864219557445,0.362,0.222,1.63226895831942e-06,"2","BIN1"
1.40028804226694e-10,0.821454656092426,0.339,0.202,1.75302060011399e-06,"2","OCIAD2"
1.73382370291605e-10,0.297682350735081,0.92,0.818,2.1705738936806e-06,"2","NPM1"
3.12859661676583e-10,0.703697892528488,0.365,0.224,3.91669010452914e-06,"2","RHOH"
4.00649247149821e-10,0.278627158430394,0.958,0.857,5.01572792506861e-06,"2","RPS21"
1.28482098640589e-09,0.402636030121834,0.758,0.609,1.60846739288153e-05,"2","KLF6"
1.46664279720981e-09,0.430693386898391,0.784,0.667,1.83609011782696e-05,"2","MYL12B"
2.39181008049497e-09,0.384698244717895,0.593,0.43,2.99430703977165e-05,"2","RARRES3"
3.06480593952852e-09,0.805205030773593,0.336,0.207,3.83683055569576e-05,"2","TCF7"
3.5234262449644e-09,0.727334701413212,0.395,0.26,4.41097731607093e-05,"2","DNAJB1"
4.25347002846081e-09,0.374937055016696,0.809,0.704,5.32491912863008e-05,"2","RPSAP58"
6.9964018848777e-09,0.801684778983915,0.285,0.164,8.7587955196784e-05,"2","PIM1"
7.3707968799865e-09,0.712276530389969,0.327,0.201,9.2275006140551e-05,"2","TSTD1"
9.71623169833721e-09,0.307214446024514,0.967,0.932,0.000121637504631484,"2","FOS"
9.84155395570635e-09,0.46841640405165,0.574,0.427,0.000123206413971488,"2","CD44"
1.09662616347703e-08,0.28351577183666,0.762,0.611,0.00013728662940569,"2","RAC2"
1.49014620772145e-08,0.441242127047739,0.593,0.452,0.000186551403744649,"2","LDHA"
2.25387928724377e-08,0.556994117355066,0.553,0.41,0.000282163147970048,"2","COX6C"
2.73818986521987e-08,0.611587930532979,0.478,0.345,0.000342793989226876,"2","HNRNPF"
2.81055779561771e-08,0.49554522922264,0.624,0.481,0.000351853730433381,"2","GTF3A"
2.96932795549384e-08,0.387781733877794,0.638,0.488,0.000371730166748273,"2","HMGN1"
3.12323099973343e-08,0.600749349632543,0.44,0.305,0.000390997288856628,"2","SEPT9"
4.42810689438634e-08,0.430654461944164,0.638,0.464,0.000554354702108226,"2","CD99"
4.5358166243221e-08,0.569918443558537,0.576,0.446,0.000567838883198883,"2","SRSF7"
5.62405808213319e-08,0.342401798993731,0.934,0.872,0.000704075831302255,"2","BTG1"
6.04290182348734e-08,0.822322869099977,0.325,0.207,0.00075651087928238,"2","TAP1"
6.13784133611193e-08,0.574100240904393,0.391,0.262,0.000768396356867852,"2","ANKRD12"
6.33234323003428e-08,0.745924175204231,0.28,0.17,0.000792746048967991,"2","ADD3"
8.91154221909653e-08,0.321306632307804,0.936,0.877,0.00111563597040869,"2","ACTG1"
9.69353344672718e-08,0.625581202612479,0.374,0.25,0.00121353345219578,"2","ABRACL"
2.40069434526452e-07,0.431815584776168,0.494,0.362,0.00300542925083665,"2","NDUFS5"
2.54615709367015e-07,0.912423955833942,0.256,0.158,0.00318753406556566,"2","SOCS3"
3.0927788466137e-07,0.403165720109607,0.809,0.732,0.00387184983807569,"2","TSC22D3"
5.07878659882419e-07,0.904184016670563,0.264,0.166,0.006358132943068,"2","PDCD5"
5.43982028987394e-07,0.377101853677549,0.402,0.274,0.00681011102089318,"2","C12orf57"
7.9038095277414e-07,0.643503110609741,0.252,0.151,0.00989477914777946,"2","PRKCQ-AS1"
8.59804586022977e-07,1.04277329403027,0.334,0.231,0.0107638936124217,"2","SLC2A3"
9.31551542196495e-07,0.50673247742212,0.341,0.23,0.0116620937567579,"2","RWDD1"
1.09268737359138e-06,0.520095400418852,0.555,0.428,0.0136793532299905,"2","SKP1"
1.20945770982623e-06,0.35456684133319,0.376,0.257,0.0151412010693145,"2","XBP1"
1.24981641330686e-06,0.364204590745518,0.765,0.61,0.0156464516781886,"2","S100A10"
1.70013715047251e-06,0.401574337787599,0.624,0.499,0.0212840169867654,"2","HSP90AA1"
1.76915341846879e-06,0.733349727992222,0.292,0.191,0.0221480316458108,"2","IL10RA"
1.81655907242106e-06,0.410515841417736,0.553,0.445,0.0227415030276393,"2","RAN"
1.95191763684551e-06,0.95316236816384,0.264,0.169,0.024436056895669,"2","NSMCE1"
2.09984405199183e-06,0.466283065510739,0.762,0.651,0.0262879476868857,"2","CNBP"
2.15067420932054e-06,0.624520007242169,0.285,0.186,0.0269242904264838,"2","SBDS"
2.28838475283709e-06,0.544796016601593,0.379,0.266,0.0286482887207676,"2","C9orf78"
2.66467885503072e-06,0.455519410037209,0.405,0.295,0.0333591145861296,"2","XRCC6"
2.92908837998115e-06,0.631773818027634,0.278,0.182,0.036669257428984,"2","TXN"
3.12180601739492e-06,0.595715211655476,0.336,0.231,0.039081889531767,"2","PCNP"
3.34937287781581e-06,0.543967437058827,0.292,0.188,0.0419307990573762,"2","TECR"
3.54700756637711e-06,0.521067034948748,0.412,0.296,0.044404987723475,"2","NDFIP1"
3.62344400159033e-06,0.560718235945807,0.296,0.196,0.0453618954559094,"2","CAPN2"
3.72976128130585e-06,0.514093268906143,0.273,0.174,0.0466928814806679,"2","CBX3"
4.65821551673735e-06,0.327827225034718,0.645,0.529,0.0583162000540349,"2","SNRPD2"
4.99885463311014e-06,0.288022456011352,0.506,0.388,0.0625806611519059,"2","UBE2D2"
5.51781355036581e-06,0.36224494615704,0.616,0.504,0.0690775078370296,"2","RPL41"
5.86947982931449e-06,0.527572998808158,0.438,0.334,0.0734800179831881,"2","BTG2"
5.8792762617016e-06,0.378136133466057,0.508,0.396,0.0736026595202423,"2","EID1"
6.38155275165246e-06,0.31528453601581,0.478,0.342,0.0798906588979372,"2","CD7"
6.57462170670182e-06,0.771420585530478,0.296,0.2,0.0823076891462001,"2","DDIT4"
7.10345632972876e-06,0.359874770049038,0.727,0.637,0.0889281697918743,"2","GPSM3"
1.19073431123627e-05,0.319586462628925,0.621,0.505,0.149068028423668,"2","CD53"
1.41995951315011e-05,0.534639634903707,0.282,0.192,0.177764731451262,"2","BUB3"
2.0355511078009e-05,0.459120056473738,0.445,0.348,0.254830643185595,"2","MZT2B"
2.41584311872941e-05,0.323402368773386,0.506,0.397,0.302439400033735,"2","PKM"
4.54154846210442e-05,0.599108991251288,0.292,0.201,0.568556451970853,"2","NDUFA12"
5.59340950480013e-05,0.415532354470686,0.334,0.242,0.700238935905929,"2","CCNL1"
6.03295916715457e-05,0.638141349574296,0.313,0.224,0.75526615813608,"2","CD47"
6.38641588864855e-05,0.280933031225033,0.593,0.494,0.799515405099912,"2","NDUFA4"
6.69098472369587e-05,0.263164795371674,0.628,0.531,0.837644377559486,"2","OST4"
8.83180165203682e-05,0.409615050435464,0.304,0.218,1,"2","ICAM2"
0.000110482482635356,0.362657428659487,0.304,0.216,1,"2","ACP1"
0.000127879485886247,0.481337532625538,0.306,0.224,1,"2","IDS"
0.000128777207895371,0.357335739228423,0.412,0.319,1,"2","CNN2"
0.000148442221116574,0.273197382445428,0.393,0.303,1,"2","SRP9"
0.00015035355415003,0.430592184201784,0.374,0.284,1,"2","SF1"
0.000161049165633716,0.307184278740716,0.579,0.469,1,"2","RNASET2"
0.000165243747386326,0.707436448891631,0.351,0.264,1,"2","PSMC5"
0.00017464150266657,0.487383908692459,0.268,0.187,1,"2","HNRNPR"
0.000199125381354896,0.48669903090087,0.471,0.383,1,"2","PTGES3"
0.000226044699468552,0.472832722924607,0.254,0.178,1,"2","CRBN"
0.000266171572026721,0.459078539472314,0.362,0.281,1,"2","KRTCAP2"
0.000293375030302816,0.404951389975291,0.365,0.28,1,"2","TBC1D10C"
0.000333028651987847,0.40204423933509,0.494,0.41,1,"2","ANP32B"
0.000349968800495836,0.441044145019037,0.292,0.216,1,"2","CDC42SE2"
0.000352117820036157,0.393889220538269,0.508,0.429,1,"2","HNRNPA0"
0.000360334996506216,0.3932247122004,0.278,0.202,1,"2","M6PR"
0.000397273665216354,0.378000449185198,0.296,0.217,1,"2","PPP1CC"
0.00041040462555376,0.394340879357505,0.322,0.239,1,"2","DUSP2"
0.00042209133652993,0.420634237802355,0.325,0.246,1,"2","ANXA11"
0.000450715550614662,0.283083900115247,0.664,0.574,1,"2","KLF2"
0.000508196307547124,0.407344410767342,0.289,0.212,1,"2","SSB"
0.000535404219571707,0.421110689273293,0.501,0.405,1,"2","NDUFB9"
0.0005595314710764,0.507049201341091,0.252,0.18,1,"2","DSTN"
0.000575512310103985,0.330137029225803,0.318,0.237,1,"2","DUT"
0.000582939370824071,0.29723182435622,0.336,0.257,1,"2","PPP1R2"
0.000594887843998725,0.25573247709989,0.407,0.312,1,"2","SEPT7"
0.000632847516251492,0.354644929317994,0.447,0.365,1,"2","SPCS1"
0.000659101718284139,0.525731651983991,0.616,0.53,1,"2","CAPZB"
0.000698052796190404,0.506880084318257,0.289,0.216,1,"2","IK"
0.000740164161153399,0.318643700712794,0.344,0.263,1,"2","DYNLRB1"
0.000773563600461268,0.370840003578171,0.379,0.306,1,"2","CCDC109B"
0.000776916928382861,0.269792473619833,0.501,0.404,1,"2","CUTA"
0.000792049192882975,0.541862848733904,0.268,0.198,1,"2","MGST3"
0.000801315067359435,0.60366284607795,0.264,0.191,1,"2","HSPE1"
0.000838052772082103,0.344844795045226,0.685,0.603,1,"2","IER2"
0.000894873111092943,0.454125746501257,0.353,0.272,1,"2","ANXA6"
0.000907603345995902,0.424307315709472,0.289,0.216,1,"2","MDH1"
0.000917713133016921,0.480908605896976,0.304,0.234,1,"2","SUN2"
0.000929586573860076,0.293560639552782,0.301,0.225,1,"2","HN1"
0.00098697466744555,0.447867990061534,0.358,0.283,1,"2","PRDX1"
0.00108519762338813,0.548022801755513,0.442,0.352,1,"2","TRMT112"
0.00115740266262687,0.597968971404619,0.313,0.241,1,"2","NDUFB4"
0.00131454417276471,0.474861075050902,0.292,0.221,1,"2","UBE2L3"
0.00131510313406495,0.391536008678784,0.395,0.317,1,"2","CD164"
0.00133755590533918,0.384847145286522,0.308,0.236,1,"2","SEPW1"
0.00138067793073292,0.286004020772455,0.252,0.187,1,"2","KARS"
0.00141019546200664,0.257086289270665,0.268,0.199,1,"2","BTN3A2"
0.00149190849437187,0.306648471484276,0.372,0.292,1,"2","EIF3I"
0.00159742361949667,0.329758883118554,0.687,0.601,1,"2","HNRNPA2B1"
0.0016382200658354,0.371568645452714,0.369,0.288,1,"2","ATPIF1"
0.00170889877287121,0.363190713344112,0.329,0.256,1,"2","TMED2"
0.00183256885617737,0.31292984961405,0.348,0.273,1,"2","GYPC"
0.00186813799708014,0.470072165665893,0.254,0.192,1,"2","CCT3"
0.0018830506426967,0.307583364080479,0.459,0.39,1,"2","MORF4L1"
0.00189182840577337,0.38279751083592,0.282,0.216,1,"2","DDX24"
0.00209397505438779,0.409722509751062,0.398,0.332,1,"2","ATP5H"
0.00217604772438728,0.273553500859436,0.28,0.214,1,"2","TERF2IP"
0.00225617619011769,0.426627694240859,0.391,0.319,1,"2","CYTIP"
0.00266842265668389,0.321575015722379,0.461,0.389,1,"2","MIF"
0.00300630927729945,0.343631936595576,0.289,0.224,1,"2","TUFM"
0.00301340175399547,0.278036907480412,0.447,0.372,1,"2","PPP1R15A"
0.00334984415065516,0.568735342207769,0.292,0.221,1,"2","DOK2"
0.00349333639358318,0.524779190232609,0.362,0.295,1,"2","PPA1"
0.00369139105068737,0.335666063528629,0.544,0.478,1,"2","YWHAB"
0.00410341242796946,0.481203127910487,0.329,0.266,1,"2","ARHGDIA"
0.00433003109508594,0.453114006607714,0.351,0.284,1,"2","SUB1"
0.00451984569758113,0.433302151575735,0.271,0.207,1,"2","SIGIRR"
0.00471574105646225,0.335730390010663,0.264,0.2,1,"2","CDC42SE1"
0.00513857502352663,0.413258639893617,0.301,0.245,1,"2","S1PR4"
0.00557874606956319,0.376155711904865,0.315,0.25,1,"2","PSMA5"
0.00562768700063261,0.39010455163069,0.501,0.427,1,"2","ARF1"
0.00588841342088978,0.359559715012967,0.273,0.211,1,"2","HMHA1"
0.00786491917165965,0.297757653866392,0.322,0.259,1,"2","C19orf60"
0.00867017433665131,0.433285403219396,0.278,0.221,1,"2","EIF4B"
0.00891165111258449,0.563632729707458,0.445,0.389,1,"2","ACTR3"
0,6.66331439339334,0.931,0.038,0,"3","CD79A"
0,5.4076372488668,0.844,0.051,0,"3","MS4A1"
5.23577242526237e-272,6.587458529059,0.621,0.021,6.55466349918597e-268,"3","TCL1A"
1.01556066822949e-269,4.41321796975151,0.908,0.135,1.2713804005565e-265,"3","CD79B"
1.39578599446035e-262,6.70328041592084,0.552,0.01,1.74738448646492e-258,"3","LINC00926"
1.14787220566139e-260,3.62769614601626,0.884,0.112,1.43702121426749e-256,"3","HLA-DQA1"
2.5338995709605e-233,6.82462464037277,0.483,0.007,3.17218887288545e-229,"3","VPREB3"
5.58154700605112e-222,3.67539336192217,0.858,0.142,6.9875386968754e-218,"3","HLA-DQB1"
9.10227335255931e-187,2.86849142652774,1,0.839,1.1395136010069e-182,"3","CD74"
2.78339020616717e-178,2.69379639245867,1,0.508,3.48452619910068e-174,"3","HLA-DRA"
1.2890386610757e-172,6.16072250839629,0.379,0.007,1.61374749980067e-168,"3","FCER2"
1.18604390376507e-161,2.32759623507782,0.986,0.445,1.48480836312349e-157,"3","HLA-DPB1"
2.19589319248444e-154,4.27525089642267,0.477,0.036,2.74903868767127e-150,"3","BANK1"
1.88858844520527e-148,2.04943769876715,0.983,0.378,2.36432387455248e-144,"3","HLA-DRB1"
2.03796642147762e-145,5.86731445351897,0.318,0.006,2.55133016304783e-141,"3","TSPAN13"
3.89183951471922e-139,1.99753593602294,0.98,0.414,4.87219388847699e-135,"3","HLA-DPA1"
3.09395672877707e-135,1.98305200334905,0.983,0.74,3.87332442875601e-131,"3","CD37"
3.36147991272918e-133,6.17779602175523,0.295,0.006,4.20823670274566e-129,"3","FCRLA"
6.57752629512785e-132,3.35739465117506,0.517,0.062,8.23440516887055e-128,"3","HLA-DQA2"
4.17944273094124e-117,2.98532237688782,0.494,0.066,5.23224435486534e-113,"3","HVCN1"
1.8024913354558e-114,5.3365723437957,0.275,0.008,2.25653890285711e-110,"3","PKIG"
1.1660875210412e-113,2.00571885564373,0.85,0.272,1.45982496759147e-109,"3","HLA-DRB5"
1.72226778825712e-111,4.96983788831833,0.283,0.011,2.15610704411908e-107,"3","HLA-DOB"
1.80387563377887e-102,5.00460330647901,0.263,0.01,2.25827190592776e-98,"3","CD72"
1.97294090773202e-102,4.42820281926127,0.283,0.014,2.46992472238971e-98,"3","BLK"
2.71678947823817e-97,4.35889578327426,0.286,0.017,3.40114874780637e-93,"3","GNG7"
5.35339957602229e-97,3.59126110121532,0.315,0.024,6.7019209292223e-93,"3","PDLIM1"
2.24165274582836e-95,2.32347865813821,0.691,0.195,2.80632507250252e-91,"3","HLA-DMA"
3.00002607207423e-86,2.58078682474996,0.546,0.122,3.75573263962972e-82,"3","HLA-DMB"
1.81762556473939e-84,4.32314221778667,0.269,0.02,2.27548544449724e-80,"3","P2RX5"
4.28138778357508e-79,3.57066214003545,0.283,0.026,5.35986936625765e-75,"3","CD40"
2.95791790374975e-72,3.33183442478904,0.347,0.053,3.70301742370432e-68,"3","EAF2"
1.11232155511195e-69,3.14481413183667,0.382,0.068,1.39251535484466e-65,"3","IRF8"
2.26178258242164e-68,3.25723048924963,0.312,0.044,2.83152561493365e-64,"3","PPAPDC1B"
5.15605992004341e-64,0.579694567407872,1,1,6.45487141390235e-60,"3","RPL18A"
1.66104645226564e-61,2.89536304961625,0.329,0.057,2.07946405359135e-57,"3","CYB561A3"
1.36943880217794e-57,3.21084598782212,0.266,0.037,1.71440043644657e-53,"3","QRSL1"
2.18895686159048e-56,3.02474483887731,0.28,0.043,2.74035509502512e-52,"3","MARCH1"
1.13008170421598e-52,0.690116276533515,1,0.97,1.41474928550799e-48,"3","RPS11"
4.65033742939467e-52,3.00277014862005,0.263,0.041,5.82175742785919e-48,"3","MEF2C"
2.24475436297067e-51,0.613432037555832,1,0.993,2.81020798700298e-47,"3","RPS23"
5.87153011777635e-50,2.80305122842442,0.321,0.067,7.35056855444422e-46,"3","SMIM14"
9.74713914006275e-50,0.550587772954028,1,0.994,1.22024434894446e-45,"3","RPS5"
3.16108716723662e-48,2.71687478497744,0.289,0.055,3.95736502466352e-44,"3","PLEKHF2"
6.6575710929039e-45,1.681776895846,0.462,0.146,8.3346132512064e-41,"3","LY86"
1.64841502665982e-43,0.721960398311443,0.948,0.663,2.06365077187543e-39,"3","LTB"
2.27547916846153e-40,1.82773000918062,0.462,0.169,2.84867237099699e-36,"3","SNX2"
1.13567631348127e-34,0.427652269786738,1,0.997,1.4217531768472e-30,"3","RPS8"
1.66846103265706e-34,1.13896619271756,0.803,0.547,2.08874636678338e-30,"3","CXCR4"
2.19803428100304e-34,1.66517856374216,0.387,0.13,2.75171911638771e-30,"3","NCF1"
4.14500202234141e-33,1.32008549047487,0.685,0.414,5.18912803176922e-29,"3","ISG20"
5.63400186925135e-33,1.04037783592744,0.876,0.783,7.05320694011577e-29,"3","LAPTM5"
9.14982153728717e-33,0.360585240619928,1,1,1.14546615825298e-28,"3","RPL15"
1.81128851631269e-32,0.383740119867164,1,1,2.26755209357186e-28,"3","RPL13A"
2.62269580324622e-30,1.47243275496184,0.491,0.223,3.28335287608394e-26,"3","SNHG7"
3.52029130076623e-30,0.410394941503594,1,0.994,4.40705267942924e-26,"3","RPL8"
1.26221313071237e-26,0.365181452826243,1,0.995,1.58016461833882e-22,"3","RPL18"
1.96231665192968e-25,1.55857699600177,0.402,0.172,2.45662421655077e-21,"3","FAIM3"
1.23905852923119e-24,0.360896365746604,1,0.996,1.55117737274453e-20,"3","RPL10A"
2.28910108438493e-22,0.723873384444996,0.847,0.6,2.8657256475415e-18,"3","PTPRCAP"
4.83183983501392e-22,0.437370579665925,1,0.994,6.04898028945392e-18,"3","GNB2L1"
7.35371339652194e-22,0.347175784641689,1,0.998,9.20611380110582e-18,"3","RPS27"
1.43278273658374e-20,0.536483296996847,0.962,0.907,1.79370070792918e-16,"3","CD52"
1.57495775216672e-20,1.65462839648997,0.272,0.1,1.97168960993752e-16,"3","STX7"
2.02478039527971e-19,0.418096858519367,0.994,0.977,2.53482257685067e-15,"3","RPSA"
1.46099998605094e-18,1.48632492409319,0.292,0.119,1.82902588253717e-14,"3","SYPL1"
3.10986884820673e-18,0.338998064016783,1,0.999,3.89324481107001e-14,"3","RPL12"
1.31197116084118e-17,0.316650202686192,1,0.998,1.64245669625708e-13,"3","RPL29"
2.63495735508998e-16,0.299783263769546,1,0.995,3.29870311283715e-12,"3","FAU"
8.94350217860423e-16,0.457374244147235,0.928,0.865,1.11963703773946e-11,"3","RPS21"
2.93638734586025e-15,1.34309925088486,0.26,0.11,3.67606331828244e-11,"3","BIRC3"
3.35004666671869e-15,0.608219087375482,0.754,0.627,4.19392342206512e-11,"3","LIMD2"
1.0934258063936e-14,0.300503531298506,1,0.989,1.36885976702415e-10,"3","RPL9"
1.22800081397151e-14,0.301229180046892,1,0.983,1.53733421901093e-10,"3","RPS13"
3.10139666735573e-14,0.274447197621972,1,0.997,3.88263848786264e-10,"3","RPL23A"
3.3880213384921e-14,0.251261150548786,1,1,4.24146391365826e-10,"3","RPS18"
4.28118658875205e-14,0.48667996871865,0.951,0.9,5.35961749045869e-10,"3","EEF1B2"
1.1030774602557e-13,0.587098964963919,0.887,0.841,1.38094267249411e-09,"3","EEF2"
2.34223795172465e-13,1.32314221778667,0.26,0.118,2.93224769176409e-09,"3","PRKCB"
7.75103868393926e-13,0.267176289281721,1,0.997,9.70352532842356e-09,"3","RPL21"
2.61080522998618e-12,0.312817007108949,0.986,0.972,3.26846706741971e-08,"3","RPL37A"
4.66360644966703e-12,0.297224508301149,0.994,0.969,5.83836891433815e-08,"3","RPL37"
5.04009665524861e-12,0.283665251287911,1,0.992,6.30969700270573e-08,"3","RPL5"
6.15459090895964e-12,0.921394637248625,0.581,0.434,7.70493235892657e-08,"3","SNX3"
7.28886390270154e-12,0.765647861125036,0.578,0.425,9.12492871979205e-08,"3","PLAC8"
8.43207847942187e-12,0.29547020038595,1,0.988,1.05561190483882e-07,"3","RPL35"
1.79362642464901e-11,0.973642785914907,0.358,0.203,2.2454409210181e-07,"3","FAM26F"
5.00876484557969e-11,0.273342035671671,1,0.984,6.27047271018121e-07,"3","RPS3A"
5.12890968511511e-11,0.352133986399572,0.905,0.816,6.4208820347956e-07,"3","GLTSCR2"
5.18147654206383e-10,0.270815820541831,0.991,0.972,6.48669048300971e-06,"3","RPL27"
7.88791905402234e-10,1.37898604777405,0.312,0.177,9.87488586373057e-06,"3","RPL22L1"
8.44646818202087e-10,0.953241502330371,0.468,0.315,1.05741335170719e-05,"3","POLD4"
2.43855585419645e-09,0.931296495205312,0.324,0.192,3.05282807386854e-05,"3","RCSD1"
2.5116777315558e-09,0.964325295592783,0.332,0.198,3.14436935213471e-05,"3","SEC62"
1.65149831328475e-08,0.848854918037542,0.257,0.14,0.000206751073840118,"3","POU2F2"
2.15769455676045e-08,0.81522594237052,0.474,0.344,0.000270121781560841,"3","PNISR"
2.27362830210243e-08,0.856749541840258,0.263,0.147,0.000284635527140204,"3","RNASEH2B"
3.1477862500424e-08,1.06344280878574,0.254,0.142,0.000394071360642808,"3","BLOC1S2"
1.76716706301376e-07,0.703220916857389,0.251,0.143,0.00221231644618692,"3","DRAM2"
2.33947841306598e-07,0.441478049976907,0.613,0.497,0.0029287930253173,"3","HMGN1"
3.52377609175867e-07,0.89257397086585,0.295,0.183,0.00441141528927268,"3","TMEM243"
3.74062318116885e-07,0.693556109535428,0.462,0.337,0.00468288616050528,"3","CD69"
4.33776360349814e-07,0.330684137070182,0.824,0.706,0.00543044625521932,"3","RPSAP58"
5.81069134527496e-07,0.375611084244686,0.789,0.737,0.00727440449514972,"3","TSC22D3"
2.18509682099321e-06,0.265303366124093,0.928,0.875,0.027355227102014,"3","BTG1"
3.19182823020391e-06,0.83223236767621,0.292,0.19,0.0399584976139228,"3","HERPUD1"
5.32359706987888e-06,0.376031795313408,0.697,0.605,0.0666461117178137,"3","EIF4A2"
6.05726663160884e-06,0.859218817161144,0.566,0.444,0.075830920961111,"3","SELL"
1.16703204195008e-05,0.850247107645175,0.269,0.176,0.146100741331731,"3","EZR"
1.56976519708759e-05,0.381598775285737,0.647,0.58,0.196518905023396,"3","ATP6V1G1"
1.71730516655355e-05,0.630901561867591,0.35,0.246,0.21498943380084,"3","SP100"
2.92814098330488e-05,0.305976554502464,0.876,0.866,0.366573969699937,"3","RPL23"
2.96387587526097e-05,0.810530561290203,0.292,0.2,0.371047620823921,"3","PAPOLA"
3.24161400864724e-05,0.792303353314891,0.263,0.175,0.405817657742548,"3","DCK"
4.13234982718223e-05,0.508196723862496,0.321,0.223,0.517328874864943,"3","ZFP36L1"
0.000119998027946109,0.644507597470828,0.37,0.275,1,"3","PTPN6"
0.000126733316340912,0.581421139887976,0.592,0.54,1,"3","UCP2"
0.000143576703477774,0.523786251143416,0.598,0.513,1,"3","CD53"
0.000215875880934481,0.507280269792364,0.35,0.26,1,"3","SP110"
0.00025105634148559,0.72222491757875,0.272,0.193,1,"3","LSM10"
0.000254579413355138,0.820227148739151,0.292,0.208,1,"3","TAF7"
0.000483063864293913,0.360729640189408,0.775,0.741,1,"3","TXNIP"
0.000584085875799266,1.14280060039902,0.303,0.226,1,"3","RASGRP2"
0.000604627256980778,0.364531871895346,0.72,0.683,1,"3","CIRBP"
0.00064679590214332,0.360346107321867,0.668,0.603,1,"3","CCNI"
0.000662273373574116,0.470312813558088,0.318,0.236,1,"3","RHOH"
0.00113941059720419,0.458523545759678,0.329,0.25,1,"3","LSM7"
0.00114476789755262,0.297153087241309,0.653,0.61,1,"3","HNRNPA2B1"
0.00172198099510791,0.549474626743241,0.526,0.457,1,"3","ANAPC16"
0.00201634441322127,0.351789463277561,0.592,0.535,1,"3","ERP29"
0.00301536719762137,0.537938542240163,0.347,0.284,1,"3","FAM65B"
0.00315022868326682,0.452655862985812,0.272,0.204,1,"3","TCEA1"
0.00332261618494104,0.286730393308392,0.694,0.665,1,"3","NBEAL1"
0.0038889776269238,0.42541940255122,0.353,0.29,1,"3","EIF4G2"
0.00390764652534274,0.640300259869841,0.367,0.299,1,"3","STK17A"
0.00732889667275521,0.516866318621562,0.335,0.276,1,"3","SEP15"
